Rowid_;FID;FREQUENCY;CUMUN;NMUN;N_SECCIONES
;0;2;01001;Alegría-Dulantzi;2
;0;7;01002;Amurrio;7
;0;1;01003;Aramaio;1
;0;1;01004;Artziniega;1
;0;1;01006;Armiñón;1
;0;1;01008;Arratzua-Ubarrundia;1
;0;1;01009;Asparrena;1
;0;2;01010;Ayala/Aiara;2
;0;1;01011;Baños de Ebro/Mañueta;1
;0;1;01013;Barrundia;1
;0;1;01014;Berantevilla;1
;0;1;01016;Bernedo;1
;0;1;01017;Campezo/Kanpezu;1
;0;1;01018;Zigoitia;1
;0;1;01019;Kripan;1
;0;1;01020;Kuartango;1
;0;1;01021;Elburgo/Burgelu;1
;0;1;01022;Elciego;1
;0;1;01023;Elvillar/Bilar;1
;0;1;01027;Iruraiz-Gauna;1
;0;1;01028;Labastida/Bastida;1
;0;1;01030;Lagrán;1
;0;1;01031;Laguardia;1
;0;1;01032;Lanciego/Lantziego;1
;0;1;01033;Lapuebla de Labarca;1
;0;1;01034;Leza;1
;0;13;01036;Laudio/Llodio;13
;0;1;01037;Arraia-Maeztu;1
;0;1;01039;Moreda de Álava/Moreda Araba;1
;0;1;01041;Navaridas;1
;0;1;01042;Okondo;1
;0;2;01043;Oyón-Oion;2
;0;1;01044;Peñacerrada-Urizaharra;1
;0;1;01046;Erriberagoitia/Ribera Alta;1
;0;1;01047;Ribera Baja/Erribera Beitia;1
;0;1;01049;Añana;1
;0;3;01051;Salvatierra/Agurain;3
;0;1;01052;Samaniego;1
;0;1;01053;San Millán/Donemiliaga;1
;0;1;01054;Urkabustaiz;1
;0;1;01055;Valdegovía/Gaubea;1
;0;1;01056;Harana/Valle de Arana;1
;0;1;01057;Villabuena de Álava/Eskuernaga;1
;0;1;01058;Legutio;1
;0;187;01059;Vitoria-Gasteiz;187
;0;1;01060;Yécora/Iekora;1
;0;1;01061;Zalduondo;1
;0;1;01062;Zambrana;1
;0;1;01063;Zuia;1
;0;2;01901;Iruña Oka/Iruña de Oca;2
;0;1;01902;Lantarón;1
;0;1;02001;Abengibre;1
;0;1;02002;Alatoz;1
;0;116;02003;Albacete;116
;0;1;02004;Albatana;1
;0;1;02005;Alborea;1
;0;1;02006;Alcadozo;1
;0;1;02007;Alcalá del Júcar;1
;0;1;02008;Alcaraz;1
;0;17;02009;Almansa;17
;0;2;02010;Alpera;2
;0;1;02011;Ayna;1
;0;2;02012;Balazote;2
;0;1;02013;Balsa de Ves;1
;0;1;02014;Ballestero, El;1
;0;1;02015;Barrax;1
;0;1;02016;Bienservida;1
;0;1;02017;Bogarra;1
;0;1;02018;Bonete;1
;0;3;02019;Bonillo, El;3
;0;1;02020;Carcelén;1
;0;1;02021;Casas de Juan Núñez;1
;0;1;02022;Casas de Lázaro;1
;0;1;02023;Casas de Ves;1
;0;3;02024;Casas-Ibáñez;3
;0;7;02025;Caudete;7
;0;1;02026;Cenizate;1
;0;1;02027;Corral-Rubio;1
;0;1;02028;Cotillas;1
;0;2;02029;Chinchilla de Monte-Aragón;2
;0;2;02030;Elche de la Sierra;2
;0;1;02031;Férez;1
;0;1;02032;Fuensanta;1
;0;2;02033;Fuente-Álamo;2
;0;1;02034;Fuentealbilla;1
;0;2;02035;Gineta, La;2
;0;1;02036;Golosalvo;1
;0;20;02037;Hellín;20
;0;1;02038;Herrera, La;1
;0;1;02039;Higueruela;1
;0;1;02040;Hoya-Gonzalo;1
;0;1;02041;Jorquera;1
;0;1;02042;Letur;1
;0;1;02043;Lezuza;1
;0;2;02044;Liétor;2
;0;4;02045;Madrigueras;4
;0;1;02046;Mahora;1
;0;1;02047;Masegoso;1
;0;1;02048;Minaya;1
;0;1;02049;Molinicos;1
;0;1;02050;Montalvos;1
;0;2;02051;Montealegre del Castillo;2
;0;1;02052;Motilleja;1
;0;3;02053;Munera;3
;0;1;02054;Navas de Jorquera;1
;0;1;02055;Nerpio;1
;0;2;02056;Ontur;2
;0;2;02057;Ossa de Montiel;2
;0;1;02058;Paterna del Madera;1
;0;1;02059;Peñascosa;1
;0;1;02060;Peñas de San Pedro;1
;0;1;02061;Pétrola;1
;0;1;02062;Povedilla;1
;0;1;02063;Pozohondo;1
;0;1;02064;Pozo-Lorente;1
;0;1;02065;Pozuelo;1
;0;1;02066;Recueja, La;1
;0;1;02067;Riópar;1
;0;1;02068;Robledo;1
;0;10;02069;Roda, La;10
;0;1;02070;Salobre;1
;0;1;02071;San Pedro;1
;0;2;02072;Socovos;2
;0;5;02073;Tarazona de la Mancha;5
;0;5;02074;Tobarra;5
;0;2;02075;Valdeganga;2
;0;1;02076;Vianos;1
;0;1;02077;Villa de Ves;1
;0;1;02078;Villalgordo del Júcar;1
;0;2;02079;Villamalea;2
;0;1;02080;Villapalacios;1
;0;15;02081;Villarrobledo;15
;0;1;02082;Villatoya;1
;0;1;02083;Villavaliente;1
;0;1;02084;Villaverde de Guadalimar;1
;0;1;02085;Viveros;1
;0;2;02086;Yeste;2
;0;2;02901;Pozo Cañada;2
;0;1;03001;Adsubia;1
;0;3;03002;Agost;3
;0;1;03003;Agres;1
;0;1;03004;Aigües;1
;0;7;03005;Albatera;7
;0;1;03006;Alcalalí;1
;0;1;03007;Alcocer de Planes;1
;0;1;03008;Alcoleja;1
;0;48;03009;Alcoy/Alcoi;48
;0;1;03010;Alfafara;1
;0;8;03011;Alfàs del Pi, l';8
;0;1;03012;Algorfa;1
;0;1;03013;Algueña;1
;0;244;03014;Alicante/Alacant;244
;0;11;03015;Almoradí;11
;0;1;03016;Almudaina;1
;0;1;03017;Alqueria d'Asnar, l';1
;0;14;03018;Altea;14
;0;19;03019;Aspe;19
;0;1;03020;Balones;1
;0;6;03021;Banyeres de Mariola;6
;0;1;03022;Benasau;1
;0;1;03023;Beneixama;1
;0;4;03024;Benejúzar;4
;0;1;03025;Benferri;1
;0;1;03026;Beniarbeig;1
;0;1;03027;Beniardá;1
;0;1;03028;Beniarrés;1
;0;1;03029;Benigembla;1
;0;1;03030;Benidoleig;1
;0;45;03031;Benidorm;45
;0;1;03032;Benifallim;1
;0;1;03033;Benifato;1
;0;1;03034;Benijófar;1
;0;1;03035;Benilloba;1
;0;1;03036;Benillup;1
;0;1;03037;Benimantell;1
;0;1;03038;Benimarfull;1
;0;1;03039;Benimassot;1
;0;1;03040;Benimeli;1
;0;6;03041;Benissa;6
;0;1;03042;Benitachell/Poble Nou de Benitatxell, el;1
;0;3;03043;Biar;3
;0;3;03044;Bigastro;3
;0;1;03045;Bolulla;1
;0;1;03046;Busot;1
;0;7;03047;Calp;7
;0;6;03048;Callosa d'en Sarrià;6
;0;11;03049;Callosa de Segura;11
;0;14;03050;Campello, el;14
;0;1;03051;Campo de Mirra/Camp de Mirra, el;1
;0;1;03052;Cañada;1
;0;9;03053;Castalla;9
;0;1;03054;Castell de Castells;1
;0;4;03055;Catral;4
;0;9;03056;Cocentaina;9
;0;1;03057;Confrides;1
;0;4;03058;Cox;4
;0;21;03059;Crevillent;21
;0;1;03060;Quatretondeta;1
;0;1;03061;Daya Nueva;1
;0;1;03062;Daya Vieja;1
;0;24;03063;Dénia;24
;0;4;03064;Dolores;4
;0;172;03065;Elche/Elx;172
;0;41;03066;Elda;41
;0;1;03067;Facheca;1
;0;1;03068;Famorca;1
;0;2;03069;Finestrat;2
;0;2;03070;Formentera del Segura;2
;0;5;03071;Gata de Gorgos;5
;0;1;03072;Gaianes;1
;0;1;03073;Gorga;1
;0;1;03074;Granja de Rocamora;1
;0;1;03075;Castell de Guadalest, el;1
;0;7;03076;Guardamar del Segura;7
;0;1;03077;Fondó de les Neus, el/Hondón de las Nieves;1
;0;1;03078;Hondón de los Frailes;1
;0;19;03079;Ibi;19
;0;1;03080;Jacarilla;1
;0;2;03081;Xaló;2
;0;11;03082;Jávea/Xàbia;11
;0;7;03083;Jijona/Xixona;7
;0;1;03084;Lorcha/Orxa, l';1
;0;1;03085;Llíber;1
;0;1;03086;Millena;1
;0;5;03088;Monforte del Cid;5
;0;11;03089;Monóvar/Monòver;11
;0;16;03090;Mutxamel;16
;0;1;03091;Murla;1
;0;6;03092;Muro de Alcoy;6
;0;23;03093;Novelda;23
;0;7;03094;Nucia, la;7
;0;6;03095;Ondara;6
;0;7;03096;Onil;7
;0;1;03097;Orba;1
;0;1;03098;Orxeta;1
;0;42;03099;Orihuela;42
;0;1;03100;Parcent;1
;0;6;03101;Pedreguer;6
;0;6;03102;Pego;6
;0;1;03103;Penàguila;1
;0;26;03104;Petrer;26
;0;4;03105;Pinós, el/Pinoso;4
;0;1;03106;Planes;1
;0;2;03107;Polop;2
;0;2;03109;Rafal;2
;0;1;03110;Ràfol d'Almúnia, el;1
;0;5;03111;Redován;5
;0;1;03112;Relleu;1
;0;4;03113;Rojales;4
;0;1;03114;Romana, la;1
;0;1;03115;Sagra;1
;0;1;03116;Salinas;1
;0;1;03117;Sanet y Negrals;1
;0;2;03118;San Fulgencio;2
;0;12;03119;Sant Joan d'Alacant;12
;0;3;03120;San Miguel de Salinas;3
;0;18;03121;Santa Pola;18
;0;34;03122;San Vicente del Raspeig/Sant Vicent del Raspeig;34
;0;7;03123;Sax;7
;0;1;03124;Sella;1
;0;1;03125;Senija;1
;0;1;03127;Tàrbena;1
;0;4;03128;Teulada;4
;0;1;03129;Tibi;1
;0;1;03130;Tollos;1
;0;1;03131;Tormos;1
;0;1;03132;Torremanzanas/Torre de les Maçanes, la;1
;0;33;03133;Torrevieja;33
;0;1;03134;Vall d'Alcalà, la;1
;0;1;03135;Vall d'Ebo, la;1
;0;1;03136;Vall de Gallinera;1
;0;1;03137;Vall de Laguar, la;1
;0;2;03138;Verger, el;2
;0;19;03139;Villajoyosa/Vila Joiosa, la;19
;0;23;03140;Villena;23
;0;1;03901;Poblets, els;1
;0;8;03902;Pilar de la Horadada;8
;0;2;03903;Montesinos, Los;2
;0;1;03904;San Isidro;1
;0;1;04001;Abla;1
;0;1;04002;Abrucena;1
;0;16;04003;Adra;16
;0;1;04004;Albánchez;1
;0;1;04005;Alboloduy;1
;0;6;04006;Albox;6
;0;1;04007;Alcolea;1
;0;1;04008;Alcóntar;1
;0;1;04009;Alcudia de Monteagud;1
;0;1;04010;Alhabia;1
;0;2;04011;Alhama de Almería;2
;0;1;04012;Alicún;1
;0;130;04013;Almería;130
;0;1;04014;Almócita;1
;0;1;04015;Alsodux;1
;0;2;04016;Antas;2
;0;1;04017;Arboleas;1
;0;1;04018;Armuña de Almanzora;1
;0;1;04019;Bacares;1
;0;1;04020;Bayárcal;1
;0;1;04021;Bayarque;1
;0;1;04022;Bédar;1
;0;1;04023;Beires;1
;0;2;04024;Benahadux;2
;0;1;04026;Benitagla;1
;0;1;04027;Benizalón;1
;0;1;04028;Bentarique;1
;0;10;04029;Berja;10
;0;2;04030;Canjáyar;2
;0;3;04031;Cantoria;3
;0;5;04032;Carboneras;5
;0;1;04033;Castro de Filabres;1
;0;1;04034;Cóbdar;1
;0;7;04035;Cuevas del Almanzora;7
;0;1;04036;Chercos;1
;0;2;04037;Chirivel;2
;0;2;04038;Dalías;2
;0;1;04041;Enix;1
;0;1;04043;Felix;1
;0;1;04044;Fines;1
;0;3;04045;Fiñana;3
;0;1;04046;Fondón;1
;0;2;04047;Gádor;2
;0;1;04048;Gallardos, Los;1
;0;4;04049;Garrucha;4
;0;1;04050;Gérgal;1
;0;1;04051;Huécija;1
;0;10;04052;Huércal de Almería;10
;0;10;04053;Huércal-Overa;10
;0;1;04054;Illar;1
;0;1;04055;Instinción;1
;0;1;04056;Laroya;1
;0;2;04057;Láujar de Andarax;2
;0;1;04058;Líjar;1
;0;2;04059;Lubrín;2
;0;1;04060;Lucainena de las Torres;1
;0;1;04061;Lúcar;1
;0;4;04062;Macael;4
;0;1;04063;María;1
;0;2;04064;Mojácar;2
;0;1;04065;Nacimiento;1
;0;11;04066;Níjar;11
;0;1;04067;Ohanes;1
;0;1;04068;Olula de Castro;1
;0;5;04069;Olula del Río;5
;0;2;04070;Oria;2
;0;1;04071;Padules;1
;0;1;04072;Partaloa;1
;0;1;04073;Paterna del Río;1
;0;2;04074;Pechina;2
;0;4;04075;Pulpí;4
;0;1;04076;Purchena;1
;0;1;04077;Rágol;1
;0;1;04078;Rioja;1
;0;47;04079;Roquetas de Mar;47
;0;1;04080;Santa Cruz de Marchena;1
;0;1;04081;Santa Fe de Mondújar;1
;0;1;04082;Senés;1
;0;2;04083;Serón;2
;0;1;04084;Sierro;1
;0;1;04085;Somontín;1
;0;2;04086;Sorbas;2
;0;1;04087;Suflí;1
;0;2;04088;Tabernas;2
;0;1;04089;Taberno;1
;0;1;04090;Tahal;1
;0;1;04091;Terque;1
;0;2;04092;Tíjola;2
;0;2;04093;Turre;2
;0;1;04094;Turrillas;1
;0;1;04095;Uleila del Campo;1
;0;1;04096;Urrácal;1
;0;1;04097;Velefique;1
;0;2;04098;Vélez-Blanco;2
;0;5;04099;Vélez-Rubio;5
;0;9;04100;Vera;9
;0;3;04101;Viator;3
;0;13;04102;Vícar;13
;0;2;04103;Zurgena;2
;0;1;04901;Tres Villas, Las;1
;0;49;04902;Ejido, El;49
;0;5;04903;Mojonera, La;5
;0;2;04904;Balanegra;2
;0;1;05001;Adanero;1
;0;2;05002;Adrada, La;2
;0;1;05005;Albornos;1
;0;1;05007;Aldeanueva de Santa Cruz;1
;0;1;05008;Aldeaseca;1
;0;1;05010;Aldehuela, La;1
;0;1;05012;Amavida;1
;0;1;05013;Arenal, El;1
;0;5;05014;Arenas de San Pedro;5
;0;1;05015;Arevalillo;1
;0;6;05016;Arévalo;6
;0;1;05017;Aveinte;1
;0;1;05018;Avellaneda;1
;0;39;05019;Ávila;39
;0;2;05021;Barco de Ávila, El;2
;0;2;05022;Barraco, El;2
;0;1;05023;Barromán;1
;0;1;05024;Becedas;1
;0;1;05025;Becedillas;1
;0;1;05026;Bercial de Zapardiel;1
;0;1;05027;Berlanas, Las;1
;0;1;05029;Bernuy-Zapardiel;1
;0;1;05030;Berrocalejo de Aragona;1
;0;1;05033;Blascomillán;1
;0;1;05034;Blasconuño de Matacabras;1
;0;1;05035;Blascosancho;1
;0;1;05036;Bohodón, El;1
;0;1;05037;Bohoyo;1
;0;1;05038;Bonilla de la Sierra;1
;0;1;05039;Brabos;1
;0;1;05040;Bularros;1
;0;1;05041;Burgohondo;1
;0;1;05042;Cabezas de Alambre;1
;0;1;05043;Cabezas del Pozo;1
;0;1;05044;Cabezas del Villar;1
;0;1;05045;Cabizuela;1
;0;1;05046;Canales;1
;0;4;05047;Candeleda;4
;0;1;05048;Cantiveros;1
;0;1;05049;Cardeñosa;1
;0;1;05051;Carrera, La;1
;0;1;05052;Casas del Puerto;1
;0;1;05053;Casasola;1
;0;1;05054;Casavieja;1
;0;1;05055;Casillas;1
;0;1;05056;Castellanos de Zapardiel;1
;0;3;05057;Cebreros;3
;0;1;05058;Cepeda la Mora;1
;0;1;05059;Cillán;1
;0;1;05060;Cisla;1
;0;1;05061;Colilla, La;1
;0;1;05062;Collado de Contreras;1
;0;1;05063;Collado del Mirón;1
;0;1;05064;Constanzana;1
;0;1;05065;Crespos;1
;0;1;05066;Cuevas del Valle;1
;0;1;05067;Chamartín;1
;0;1;05069;Donjimeno;1
;0;1;05070;Donvidas;1
;0;1;05072;Espinosa de los Caballeros;1
;0;1;05073;Flores de Ávila;1
;0;1;05074;Fontiveros;1
;0;1;05075;Fresnedilla;1
;0;1;05076;Fresno, El;1
;0;1;05077;Fuente el Saúz;1
;0;1;05078;Fuentes de Año;1
;0;1;05079;Gallegos de Altamiros;1
;0;1;05080;Gallegos de Sobrinos;1
;0;1;05081;Garganta del Villar;1
;0;1;05082;Gavilanes;1
;0;1;05083;Gemuño;1
;0;1;05084;Gilbuena;1
;0;1;05085;Gil García;1
;0;1;05086;Gimialcón;1
;0;1;05087;Gotarrendura;1
;0;1;05088;Grandes y San Martín;1
;0;1;05089;Guisando;1
;0;1;05090;Gutierre-Muñoz;1
;0;1;05092;Hernansancho;1
;0;1;05093;Herradón de Pinares;1
;0;1;05094;Herreros de Suso;1
;0;1;05095;Higuera de las Dueñas;1
;0;1;05096;Hija de Dios, La;1
;0;1;05097;Horcajada, La;1
;0;1;05099;Horcajo de las Torres;1
;0;1;05100;Hornillo, El;1
;0;1;05101;Hoyocasero;1
;0;2;05102;Hoyo de Pinares, El;2
;0;1;05103;Hoyorredondo;1
;0;1;05104;Hoyos del Collado;1
;0;1;05105;Hoyos del Espino;1
;0;1;05106;Hoyos de Miguel Muñoz;1
;0;1;05107;Hurtumpascual;1
;0;1;05108;Junciana;1
;0;1;05109;Langa;1
;0;1;05110;Lanzahíta;1
;0;1;05112;Losar del Barco, El;1
;0;1;05113;Llanos de Tormes, Los;1
;0;2;05114;Madrigal de las Altas Torres;2
;0;1;05115;Maello;1
;0;1;05116;Malpartida de Corneja;1
;0;1;05117;Mamblas;1
;0;1;05118;Mancera de Arriba;1
;0;1;05119;Manjabálago y Ortigosa de Rioalmar;1
;0;1;05120;Marlín;1
;0;1;05121;Martiherrero;1
;0;1;05122;Martínez;1
;0;1;05123;Mediana de Voltoya;1
;0;1;05124;Medinilla;1
;0;1;05125;Mengamuñoz;1
;0;1;05126;Mesegar de Corneja;1
;0;1;05127;Mijares;1
;0;1;05128;Mingorría;1
;0;1;05129;Mirón, El;1
;0;1;05130;Mironcillo;1
;0;1;05131;Mirueña de los Infanzones;1
;0;1;05132;Mombeltrán;1
;0;1;05133;Monsalupe;1
;0;1;05134;Moraleja de Matacabras;1
;0;1;05135;Muñana;1
;0;1;05136;Muñico;1
;0;1;05138;Muñogalindo;1
;0;1;05139;Muñogrande;1
;0;1;05140;Muñomer del Peco;1
;0;1;05141;Muñopepe;1
;0;1;05142;Muñosancho;1
;0;1;05143;Muñotello;1
;0;1;05144;Narrillos del Álamo;1
;0;1;05145;Narrillos del Rebollar;1
;0;1;05147;Narros del Castillo;1
;0;1;05148;Narros del Puerto;1
;0;1;05149;Narros de Saldueña;1
;0;1;05151;Navacepedilla de Corneja;1
;0;1;05152;Nava de Arévalo;1
;0;1;05153;Nava del Barco;1
;0;1;05154;Navadijos;1
;0;1;05155;Navaescurial;1
;0;1;05156;Navahondilla;1
;0;1;05157;Navalacruz;1
;0;1;05158;Navalmoral;1
;0;1;05159;Navalonguilla;1
;0;1;05160;Navalosa;1
;0;1;05161;Navalperal de Pinares;1
;0;1;05162;Navalperal de Tormes;1
;0;2;05163;Navaluenga;2
;0;1;05164;Navaquesera;1
;0;1;05165;Navarredonda de Gredos;1
;0;1;05166;Navarredondilla;1
;0;1;05167;Navarrevisca;1
;0;4;05168;Navas del Marqués, Las;4
;0;1;05169;Navatalgordo;1
;0;1;05170;Navatejares;1
;0;1;05171;Neila de San Miguel;1
;0;1;05172;Niharra;1
;0;1;05173;Ojos-Albos;1
;0;1;05174;Orbita;1
;0;1;05175;Oso, El;1
;0;1;05176;Padiernos;1
;0;1;05177;Pajares de Adaja;1
;0;1;05178;Palacios de Goda;1
;0;1;05179;Papatrigo;1
;0;1;05180;Parral, El;1
;0;1;05181;Pascualcobo;1
;0;1;05182;Pedro Bernardo;1
;0;1;05183;Pedro-Rodríguez;1
;0;1;05184;Peguerinos;1
;0;1;05185;Peñalba de Ávila;1
;0;1;05186;Piedrahíta;1
;0;2;05187;Piedralaves;2
;0;1;05188;Poveda;1
;0;1;05189;Poyales del Hoyo;1
;0;1;05190;Pozanco;1
;0;1;05191;Pradosegar;1
;0;1;05192;Puerto Castilla;1
;0;1;05193;Rasueros;1
;0;1;05194;Riocabado;1
;0;1;05195;Riofrío;1
;0;1;05196;Rivilla de Barajas;1
;0;1;05197;Salobral;1
;0;1;05198;Salvadiós;1
;0;1;05199;San Bartolomé de Béjar;1
;0;1;05200;San Bartolomé de Corneja;1
;0;1;05201;San Bartolomé de Pinares;1
;0;1;05204;Sanchidrián;1
;0;1;05205;Sanchorreja;1
;0;1;05206;San Esteban de los Patos;1
;0;1;05207;San Esteban del Valle;1
;0;1;05208;San Esteban de Zapardiel;1
;0;1;05209;San García de Ingelmos;1
;0;1;05210;San Juan de la Encinilla;1
;0;1;05211;San Juan de la Nava;1
;0;1;05212;San Juan del Molinillo;1
;0;1;05213;San Juan del Olmo;1
;0;1;05214;San Lorenzo de Tormes;1
;0;1;05215;San Martín de la Vega del Alberche;1
;0;1;05216;San Martín del Pimpollar;1
;0;1;05217;San Miguel de Corneja;1
;0;1;05218;San Miguel de Serrezuela;1
;0;1;05219;San Pascual;1
;0;1;05220;San Pedro del Arroyo;1
;0;1;05221;Santa Cruz del Valle;1
;0;1;05222;Santa Cruz de Pinares;1
;0;1;05224;Santa María del Arroyo;1
;0;1;05225;Santa María del Berrocal;1
;0;1;05226;Santa María de los Caballeros;1
;0;1;05227;Santa María del Tiétar;1
;0;1;05228;Santiago del Collado;1
;0;1;05229;Santo Domingo de las Posadas;1
;0;1;05230;Santo Tomé de Zabarcos;1
;0;1;05231;San Vicente de Arévalo;1
;0;1;05232;Serrada, La;1
;0;1;05233;Serranillos;1
;0;1;05234;Sigeres;1
;0;1;05235;Sinlabajos;1
;0;1;05236;Solana de Ávila;1
;0;1;05237;Solana de Rioalmar;1
;0;1;05238;Solosancho;1
;0;1;05239;Sotalbo;1
;0;2;05240;Sotillo de la Adrada;2
;0;2;05241;Tiemblo, El;2
;0;1;05242;Tiñosillos;1
;0;1;05243;Tolbaños;1
;0;1;05244;Tormellas;1
;0;1;05245;Tornadizos de Ávila;1
;0;1;05246;Tórtoles;1
;0;1;05247;Torre, La;1
;0;1;05249;Umbrías;1
;0;1;05251;Vadillo de la Sierra;1
;0;1;05252;Valdecasa;1
;0;1;05253;Vega de Santa María;1
;0;1;05254;Velayos;1
;0;1;05256;Villaflor;1
;0;1;05257;Villafranca de la Sierra;1
;0;1;05258;Villanueva de Gómez;1
;0;1;05259;Villanueva del Aceral;1
;0;1;05260;Villanueva del Campillo;1
;0;1;05261;Villar de Corneja;1
;0;1;05262;Villarejo del Valle;1
;0;1;05263;Villatoro;1
;0;1;05264;Viñegra de Moraña;1
;0;1;05265;Vita;1
;0;1;05266;Zapardiel de la Cañada;1
;0;1;05267;Zapardiel de la Ribera;1
;0;1;05901;San Juan de Gredos;1
;0;1;05902;Santa María del Cubillo;1
;0;1;05903;Diego del Carpio;1
;0;1;05904;Santiago del Tormes;1
;0;1;05905;Villanueva de Ávila;1
;0;1;06001;Acedera;1
;0;4;06002;Aceuchal;4
;0;1;06003;Ahillones;1
;0;2;06004;Alange;2
;0;2;06005;Albuera, La;2
;0;4;06006;Alburquerque;4
;0;2;06007;Alconchel;2
;0;1;06008;Alconera;1
;0;1;06009;Aljucén;1
;0;1;06010;Almendral;1
;0;20;06011;Almendralejo;20
;0;3;06012;Arroyo de San Serván;3
;0;1;06013;Atalaya;1
;0;7;06014;Azuaga;7
;0;106;06015;Badajoz;106
;0;3;06016;Barcarrota;3
;0;1;06017;Baterno;1
;0;1;06018;Benquerencia de la Serena;1
;0;3;06019;Berlanga;3
;0;2;06020;Bienvenida;2
;0;1;06021;Bodonal de la Sierra;1
;0;2;06022;Burguillos del Cerro;2
;0;6;06023;Cabeza del Buey;6
;0;2;06024;Cabeza la Vaca;2
;0;4;06025;Calamonte;4
;0;1;06026;Calera de León;1
;0;1;06027;Calzadilla de los Barros;1
;0;5;06028;Campanario;5
;0;1;06029;Campillo de Llerena;1
;0;1;06030;Capilla;1
;0;1;06031;Carmonita;1
;0;1;06032;Carrascalejo, El;1
;0;2;06033;Casas de Don Pedro;2
;0;1;06034;Casas de Reina;1
;0;1;06035;Castilblanco;1
;0;6;06036;Castuera;6
;0;1;06037;Codosera, La;1
;0;1;06038;Cordobilla de Lácara;1
;0;2;06039;Coronada, La;2
;0;1;06040;Corte de Peleas;1
;0;1;06041;Cristina;1
;0;1;06042;Cheles;1
;0;1;06043;Don Álvaro;1
;0;26;06044;Don Benito;26
;0;1;06045;Entrín Bajo;1
;0;1;06046;Esparragalejo;1
;0;1;06047;Esparragosa de la Serena;1
;0;1;06048;Esparragosa de Lares;1
;0;1;06049;Feria;1
;0;4;06050;Fregenal de la Sierra;4
;0;2;06051;Fuenlabrada de los Montes;2
;0;4;06052;Fuente de Cantos;4
;0;1;06053;Fuente del Arco;1
;0;5;06054;Fuente del Maestre;5
;0;3;06055;Fuentes de León;3
;0;1;06056;Garbayuela;1
;0;1;06057;Garlitos;1
;0;2;06058;Garrovilla, La;2
;0;3;06059;Granja de Torrehermosa;3
;0;5;06060;Guareña;5
;0;1;06061;Haba, La;1
;0;1;06062;Helechosa de los Montes;1
;0;3;06063;Herrera del Duque;3
;0;1;06064;Higuera de la Serena;1
;0;1;06065;Higuera de Llerena;1
;0;2;06066;Higuera de Vargas;2
;0;3;06067;Higuera la Real;3
;0;1;06068;Hinojosa del Valle;1
;0;3;06069;Hornachos;3
;0;7;06070;Jerez de los Caballeros;7
;0;1;06071;Lapa, La;1
;0;2;06072;Lobón;2
;0;1;06073;Llera;1
;0;4;06074;Llerena;4
;0;1;06075;Magacela;1
;0;1;06076;Maguilla;1
;0;1;06077;Malcocinado;1
;0;1;06078;Malpartida de la Serena;1
;0;1;06079;Manchita;1
;0;2;06080;Medellín;2
;0;1;06081;Medina de las Torres;1
;0;1;06082;Mengabril;1
;0;41;06083;Mérida;41
;0;1;06084;Mirandilla;1
;0;4;06085;Monesterio;4
;0;2;06086;Montemolín;2
;0;3;06087;Monterrubio de la Serena;3
;0;11;06088;Montijo;11
;0;1;06089;Morera, La;1
;0;1;06090;Nava de Santiago, La;1
;0;4;06091;Navalvillar de Pela;4
;0;1;06092;Nogales;1
;0;5;06093;Oliva de la Frontera;5
;0;2;06094;Oliva de Mérida;2
;0;8;06095;Olivenza;8
;0;1;06096;Orellana de la Sierra;1
;0;2;06097;Orellana la Vieja;2
;0;1;06098;Palomas;1
;0;1;06099;Parra, La;1
;0;1;06100;Peñalsordo;1
;0;1;06101;Peraleda del Zaucejo;1
;0;1;06102;Puebla de Alcocer;1
;0;4;06103;Puebla de la Calzada;4
;0;1;06104;Puebla de la Reina;1
;0;1;06105;Puebla del Maestre;1
;0;1;06106;Puebla del Prior;1
;0;2;06107;Puebla de Obando;2
;0;2;06108;Puebla de Sancho Pérez;2
;0;4;06109;Quintana de la Serena;4
;0;1;06110;Reina;1
;0;1;06111;Rena;1
;0;1;06112;Retamal de Llerena;1
;0;3;06113;Ribera del Fresno;3
;0;1;06114;Risco;1
;0;2;06115;Roca de la Sierra, La;2
;0;2;06116;Salvaleón;2
;0;2;06117;Salvatierra de los Barros;2
;0;1;06118;Sancti-Spíritus;1
;0;1;06119;San Pedro de Mérida;1
;0;3;06120;Santa Amalia;3
;0;3;06121;Santa Marta;3
;0;6;06122;Santos de Maimona, Los;6
;0;4;06123;San Vicente de Alcántara;4
;0;2;06124;Segura de León;2
;0;2;06125;Siruela;2
;0;2;06126;Solana de los Barros;2
;0;3;06127;Talarrubias;3
;0;4;06128;Talavera la Real;4
;0;1;06129;Táliga;1
;0;1;06130;Tamurejo;1
;0;1;06131;Torre de Miguel Sesmero;1
;0;1;06132;Torremayor;1
;0;1;06133;Torremejía;1
;0;1;06134;Trasierra;1
;0;1;06135;Trujillanos;1
;0;2;06136;Usagre;2
;0;1;06137;Valdecaballeros;1
;0;1;06138;Valdetorres;1
;0;1;06139;Valencia de las Torres;1
;0;1;06140;Valencia del Mombuey;1
;0;2;06141;Valencia del Ventoso;2
;0;1;06142;Valverde de Burguillos;1
;0;3;06143;Valverde de Leganés;3
;0;1;06144;Valverde de Llerena;1
;0;1;06145;Valverde de Mérida;1
;0;1;06146;Valle de la Serena;1
;0;1;06147;Valle de Matamoros;1
;0;1;06148;Valle de Santa Ana;1
